panel,experiment,mode,broad_category,predictor_value,empirical_slope,n_trials,x_plot
c,5,online,Scenery,1.0,-0.028219814241486,72,0.9316903243714936
c,5,online,Scenery,2.0,-0.0393988648090815,72,1.971331474717516
c,5,online,Scenery,1.0,-0.0044788441692466,72,0.9428168455822108
c,5,online,Scenery,1.0,-0.0155675954592363,72,1.030915080028404
c,5,online,Scenery,3.0,0.0389654282765737,72,3.0598798844931863
c,5,online,Scenery,-1.0,-0.0152270381836945,72,-1.011002451068734
c,5,online,Scenery,2.0,-0.0376676986584107,72,2.058569707480136
c,5,online,Scenery,-1.0,-0.0344736842105262,72,-1.0572241452866238
c,5,online,Scenery,1.0,-0.0274458204334365,72,1.0461228596368288
c,5,online,Scenery,0.0,0.0579153766769865,72,0.0735985398236385
c,5,online,Scenery,1.0,0.0165660474716202,72,0.9742297646650288
c,5,online,Scenery,-1.0,-0.0575644994840041,72,-1.016335113754106
c,5,online,Scenery,2.0,0.0149019607843137,72,2.034250089377697
c,5,online,Scenery,-3.0,0.0291640866873064,72,-3.018880681872208
c,5,online,Scenery,-1.0,-0.1122342621259029,72,-1.0206063604815965
c,5,online,Scenery,2.0,-0.1583488132094942,72,2.001024171302348
c,5,online,Scenery,-1.0,-0.0068266253869969,72,-1.0565975776928678
c,5,online,Scenery,-1.0,-0.0212848297213622,72,-0.9981217970193784
c,5,online,Scenery,3.0,-0.0099613003095975,72,2.927098455413842
c,5,online,Scenery,2.0,-0.012923116615067,72,2.048425940626871
c,5,online,Scenery,-1.0,-0.0263931888544891,72,-0.9739843675465244
c,5,online,Scenery,3.0,-0.0284081527347781,72,3.016627561408326
c,5,online,Scenery,-1.0,-0.0540970072239421,72,-1.0699734499527456
c,5,online,Scenery,-1.0,-0.0530753353973168,72,-1.0339485378296351
c,5,online,Scenery,-1.0,-0.0063183694530443,72,-1.0261071444423604
c,5,online,Scenery,2.0,-0.0268111455108359,72,1.9264029906624645
c,5,online,Scenery,-1.0,-0.0209365325077399,72,-0.9349436461786677
c,5,online,Scenery,-1.0,-0.0046517027863776,72,-1.0128976938749252
c,5,online,Scenery,2.0,-0.0439318885448916,72,1.9341950472347176
c,5,online,Scenery,1.0,-0.0331707946336428,72,0.9697076945475074
c,5,online,Scenery,2.0,0.0305572755417956,72,1.9668748961669829
c,5,online,Scenery,2.0,0.0619633642930856,72,2.026180790564311
c,5,online,Scenery,3.0,-0.0688519091847264,72,2.9553855870070858
c,5,online,Scenery,2.0,-0.0450025799793601,72,1.9890366196017393
c,5,online,Scenery,2.0,-0.013173374613003,72,1.9298662259693904
c,5,online,Scenery,2.0,-0.0124613003095975,72,1.985447123724161
c,5,online,Scenery,-1.0,0.0144478844169246,72,-0.9932917546712564
c,5,online,Scenery,0.0,-0.0502683178534571,72,-0.0689816349077193
c,5,online,Scenery,-3.0,-0.1207997936016511,72,-3.045463376563323
c,5,online,Scenery,-2.0,-0.1047858617131062,72,-2.0099805587777277
c,5,online,Scenery,2.0,0.0214344685242518,72,2.062542075964714
c,5,online,Scenery,-2.0,-0.0008875128998967,72,-1.9449130680673776
c,5,online,Scenery,1.0,0.037141382868937,72,0.9839433574094192
c,5,online,Scenery,2.0,0.1136506707946335,72,2.037587773968736
c,5,online,Scenery,2.0,0.0531062951496387,72,2.017278070442048
c,5,online,Scenery,-1.0,-0.0722342621259029,72,-0.9601281132288668
c,5,online,Scenery,2.0,-0.0435681114551083,72,2.0178065906411367
c,5,online,Scenery,-2.0,-0.0231475748194014,72,-1.945001611442475
c,5,online,Scenery,3.0,0.0148323013415892,72,2.98521275966696
c,5,online,Scenery,2.0,0.0907765737874096,72,2.0697131672108116
c,5,online,Scenery,-1.0,0.0073993808049535,72,-0.9828974492960464
c,5,online,Scenery,-2.0,-0.0122549019607843,72,-1.9582453944592728
c,5,online,Scenery,-1.0,0.0405108359133126,72,-0.9521305134914868
c,5,online,Scenery,-2.0,-0.0049561403508771,72,-2.008975246415767
c,5,online,Scenery,-2.0,-0.0104953560371516,72,-2.036373488307284
c,5,online,Scenery,-1.0,0.0350490196078431,72,-0.953615341408626
c,5,online,Scenery,3.0,-0.0449613003095975,72,2.9873388027345777
c,5,online,Scenery,1.0,-0.0821155830753353,72,1.020775635049956
c,5,online,Scenery,1.0,-0.0089473684210526,72,1.0501483952267583
c,5,online,Scenery,-1.0,-0.1152141382868937,72,-1.0353581572916577
c,5,online,Scenery,-1.0,0.0470201238390092,72,-1.017906588433691
c,5,online,Scenery,1.0,-0.047954076367389,72,1.0580448041738977
c,5,online,Scenery,2.0,-0.0106553147574819,72,1.949100650894432
c,5,online,Scenery,1.0,-0.0086042311661506,72,0.9269689921854192
c,5,online,Scenery,0.0,0.010954592363261,72,-0.024402699105737
c,5,online,Scenery,2.0,0.0168833849329205,72,2.020668165341285
c,5,online,Scenery,-1.0,-0.0664396284829721,72,-1.0189479096686394
c,5,online,Scenery,3.0,-0.0525619195046439,72,3.032632575801685
c,5,online,Scenery,2.0,0.0448323013415892,72,1.9358319103720651
c,5,online,Scenery,2.0,-0.0010294117647059,72,2.02288890352276
c,5,online,Scenery,1.0,-0.0088957688338493,72,1.002793606224056
c,5,online,Scenery,0.0,-0.0645123839009287,72,0.0099077912029564
c,5,online,Scenery,3.0,-0.0042801857585139,72,2.942476034165039
c,5,online,Scenery,3.0,-0.0266847265221877,72,3.045702573486644
c,5,online,Scenery,-2.0,-0.0688570691434468,72,-2.0561562612064077
c,5,online,Scenery,0.0,-0.0195252837977296,72,0.0436182866930465
c,5,online,Scenery,1.0,0.0108359133126934,72,1.0138099796714173
c,5,online,Scenery,-1.0,-0.0174200206398348,72,-1.0708852834371192
c,5,online,Scenery,-2.0,-0.0617260061919504,72,-2.0331616863251942
c,5,online,Scenery,2.0,-0.068111455108359,72,1.927462057245494
c,5,online,Scenery,1.0,0.0061919504643963,72,1.0492433742821117
c,5,online,Scenery,1.0,-0.0093214654282765,72,1.0216494531029108
c,5,online,Scenery,1.0,0.0344917440660474,72,0.9786845135474108
c,5,online,Scenery,0.0,0.028578431372549,72,0.0224160350754474
c,5,online,Scenery,2.0,0.0075103199174406,72,1.999227289929363
c,5,online,Scenery,-1.0,-0.0267801857585139,72,-1.0224208678063131
c,5,online,Scenery,-2.0,-0.0453095975232197,72,-2.062260219284441
c,5,online,Scenery,3.0,-0.0480237358101134,72,2.981760829509478
c,5,online,Scenery,1.0,-0.02468782249742,72,1.0312236781823625
c,5,online,Scenery,-2.0,-0.0575515995872032,72,-1.9444617686009045
c,5,online,Scenery,1.0,-0.0283694530443756,72,0.975281771032221
c,5,online,Scenery,-1.0,-0.1285190918472652,72,-1.0271404184089488
c,5,online,Scenery,-1.0,0.028986068111455,72,-0.929534505221036
c,5,online,Scenery,-1.0,-0.0340583075335397,72,-0.9645801637349486
